Code,deaths,2018 people per sq. km,Mean_ann_earnings,median_age_2018,pm25_5yAvg,no2_5yAvg,o3_5yAvg,pm10_5yAvg,nox_5yAvg
E08000016,55,745,25394.0,42.5,8.45856588,16.9203136,1.7026985439999998,12.5890362,24.890709200000003
E08000017,35,547,24590.0,41.3,9.43004266,19.454631600000003,1.8918503580000003,14.401686800000002,28.936414799999994
E08000018,55,924,24152.0,42.1,9.51069328,23.7734278,1.2453331879999998,14.040769399999999,37.4298484
E08000019,115,1583,25706.0,35.4,8.87280684,22.230269,1.315812414,13.043907999999998,34.169547
E08000021,66,2646,28350.0,32.4,7.7275085400000005,21.987640199999998,1.3767014999999998,11.669198699999999,33.1724586
E08000022,27,2502,27296.0,43.4,7.5214416,15.629445,1.901577836,11.8279016,22.1908128
E08000023,31,2334,25656.0,43.5,7.617963319999999,17.678518999999998,1.824733786,11.5972192,25.7544706
E08000024,114,2018,23743.0,42.2,7.63110846,17.5725842,1.9881838679999997,11.6533856,25.4057448
E08000025,501,4262,26332.0,32.6,11.741391,30.600169200000003,1.123120014,17.4054666,51.0744642
E08000026,106,3718,27628.0,32.1,11.06592986,23.607413,2.075936476,16.039634599999996,36.5881136
E08000027,120,3273,25792.0,42.1,10.84731194,21.6745462,2.279681384,15.699700799999999,32.7782352
E08000028,139,3826,23451.0,36.5,11.9662654,27.2203898,1.54922127,17.4525506,43.768544
E08000029,82,1205,33596.0,43.3,10.087999920000001,20.7860756,2.4259686979999997,14.624664000000001,31.183036199999993
E08000030,136,2725,22988.0,38.2,11.5015806,23.6277116,1.9740549399999998,16.837314199999998,36.455680799999996
E08000031,142,3773,23714.0,37.7,10.76034392,23.0125662,2.05101558,15.580035800000001,35.5364
E08000032,103,1466,25263.0,36.2,9.80357678,22.9568336,1.391468856,14.273631599999998,35.23753
E08000033,36,577,25656.0,42.2,7.048865079999999,9.696351919999998,2.17052866,10.13846458,13.123226119999998
E08000034,85,1074,25982.0,39.4,8.743590919999999,18.2493414,1.582420884,12.684634560000001,26.9646924
E08000035,133,1430,27571.0,35.4,10.16486386,26.577571800000005,1.192026488,15.088910999999996,42.33839139999999
E08000036,94,1019,24190.0,41.8,8.738521160000001,18.561603400000003,1.76278204,13.101235399999998,27.310982799999998
E08000037,62,1423,24462.0,41.3,7.80897094,21.961577,1.4022209,11.7702864,33.157731999999996
E09000001,3,2998,56829.0,41.0,13.779353400000002,45.678674799999996,0.039258902,20.760297200000004,87.7253346
E09000002,95,5871,27104.0,32.3,12.1349976,21.678691999999998,3.1858216080000004,17.643171399999996,32.749747400000004
E09000003,227,4520,37872.0,37.0,10.664088080000003,18.285063599999997,3.525915646,15.5126618,26.7172982
E09000004,98,4082,34243.0,38.8,11.41519852,19.8437936,3.3763743660000003,16.7537394,29.320623
E09000005,255,7652,30990.0,35.3,6.37220188,3.5816206999999998,3.440273574,10.63444062,4.56781416
E09000006,129,2205,42970.0,40.6,11.11086042,19.326467200000003,3.262577168,16.0997714,28.478915800000003
E09000007,81,12035,59681.0,33.9,13.165696000000002,36.0714438,0.8932221199999999,19.8465766,63.1659086
E09000008,222,4455,34732.0,37.4,11.79432248,22.422593799999998,2.745178428,17.2796134,34.0671194
E09000009,177,6157,38361.0,36.7,12.376948200000001,29.540090599999996,1.7895724720000001,18.2563892,48.5920728
E09000010,181,4130,31556.0,36.1,9.7220153,21.2247698,1.731138862,13.932667,31.7442256
E09000011,112,6046,41664.0,34.7,12.419941,28.521952400000004,1.9024575119999994,18.476589599999997,46.0753618
E09000012,122,14681,34129.0,33.0,13.140413800000001,32.9338992,1.372205212,19.900951799999998,55.322724199999996
E09000013,87,11308,52965.0,34.8,12.889769000000001,32.0983048,1.5285960499999998,19.282038399999998,53.793856399999996
E09000014,153,9143,35201.0,35.4,12.462925600000002,27.278373800000004,2.262257724,18.5034608,43.2958488
E09000015,197,4957,35683.0,38.0,11.2822484,21.529002799999997,2.983933112,16.319786200000003,32.6733432
E09000016,122,2295,32382.0,39.2,12.9023642,34.529891,1.1008497199999998,19.3718008,59.73629860000001
E09000017,143,2635,30167.0,35.9,11.2514892,22.755732,2.817867756,16.388234000000004,34.655861
E09000018,106,4837,32699.0,36.0,11.808638820000002,25.3169436,2.387391164,17.191736600000002,39.8711558
E09000019,77,16097,53343.0,32.1,13.4300254,37.355227400000004,0.8087599360000001,20.3420726,66.4330588
E09000020,74,12884,,39.4,13.250533,35.731673799999996,0.9558825720000002,20.0181884,61.9866168
E09000021,37,4709,41573.0,37.2,11.25706826,21.858956,2.799373496,16.2624866,33.1872484
E09000022,141,12156,42092.0,33.1,13.704021400000002,45.0062484,0.18187261600000001,20.586007,85.7746348
E09000023,152,8636,35379.0,35.0,12.426379,26.5841384,2.295240528,18.382953999999998,41.76791279999999
E09000024,102,5480,45195.0,37.1,12.187732999999998,23.488911,2.5754643180000003,17.7322124,36.0761292
E09000025,168,9723,28129.0,31.9,13.234772000000001,29.805793,1.885727228,19.738968,48.36630160000001
E09000026,157,5386,34970.0,35.5,12.6917228,28.495942000000003,2.160631226,19.0493222,45.530004
E09000027,64,3430,58327.0,40.7,11.17299722,21.5931912,2.895304676,16.144197,32.723278799999996
E09000028,136,10992,37769.0,33.4,13.6447878,44.0343542,0.244539288,20.5578928,83.1879534
E09000029,74,4665,33941.0,39.2,10.97129476,18.428454799999997,3.1993883719999996,15.814363799999999,26.984950399999995
E09000030,105,16057,45798.0,31.3,10.35731732,12.72767404,4.123221206,14.987630200000002,17.7785238
E09000031,116,7130,32167.0,34.9,12.7944698,28.4422106,2.076384114,19.101252999999996,45.921446399999994
E09000032,112,9528,57605.0,33.9,12.295616,27.220235600000002,2.164934376,18.246782000000003,43.1836132
E09000033,102,11883,77504.0,36.1,13.697486200000004,43.8272514,0.278941968,20.603470799999997,82.7236614
W06000001,2,98,24531.0,47.9,9.883669020000003,16.2632478,2.426875946,14.385015800000001,23.797553600000004
W06000002,18,49,22021.0,43.2,6.218192759999999,5.550727480000001,3.120732172,9.426882860000001,7.203564180000001
W06000003,8,104,22986.0,49.4,9.4714095,21.3464054,1.714640518,13.6291634,31.9664208
W06000004,11,114,22801.0,46.6,9.812758180000001,10.503163299999999,3.9035510199999996,14.8755888,14.339158000000001
W06000005,26,356,25172.0,43.9,9.812758180000001,10.503163299999999,3.9035510199999996,14.8755888,14.339158000000001
W06000006,7,270,26537.0,42.2,11.57540834,24.8265622,1.91621594,17.0306142,38.462196000000006
W06000008,4,41,22844.0,46.1,5.95852268,3.65171834,3.418604408,8.979655260000001,4.664463400000001
W06000009,10,77,23793.0,48.0,6.12340912,3.13681188,1.8153659599999998,10.026288920000002,3.987271859999999
W06000010,17,79,24919.0,46.3,6.413147100000001,3.566352520000001,2.930552418,9.6834707,4.5585532
W06000011,43,649,25743.0,39.6,6.65877934,3.8091038600000005,3.31731728,10.45035558,4.8770630000000015
W06000012,21,324,24157.0,43.3,8.458093440000003,13.876334840000002,2.140930348,13.053785,19.5707656
W06000013,29,578,25969.0,43.2,5.12954494,3.88248348,2.3340328,7.40319616,4.969354099999999
W06000014,29,399,30443.0,43.7,12.1029118,27.5153478,2.121145932,17.801353600000002,44.3303454
W06000015,106,2585,28702.0,33.6,9.92156574,13.909114339999999,3.2848377980000003,15.217704600000001,19.627005999999998
W06000016,72,566,24457.0,40.6,9.812758180000001,10.503163299999999,3.9035510199999996,14.8755888,14.339158000000001
W06000018,67,653,24514.0,41.6,9.183636759999999,14.03195806,2.56669424,13.6029416,19.6832418
W06000019,22,641,21564.0,42.9,7.654696060000001,5.34578892,2.2146224059999997,11.52600724,6.932146800000001
W06000020,33,740,25755.0,42.4,9.812758180000001,10.503163299999999,3.9035510199999996,14.8755888,14.339158000000001
W06000021,25,111,32558.0,48.6,8.74671982,12.66995326,2.8606562940000004,12.883058600000002,17.661706199999998
W06000022,61,805,24974.0,38.8,9.10857072,9.14948436,4.265209477999999,13.595865,12.435251540000001
W06000023,18,26,22421.0,49.9,7.1614583,5.37632896,3.338862824000001,11.115152140000001,6.978552380000001
W06000024,15,540,23889.0,40.5,8.78886874,9.58502158,2.82081142,12.699689359999999,12.91072478
